variant,fbmplut2056,eufdeperfca2108,abs583,lub1314,pbnlat15467,pnkxxiiif204,fsuincquart706a,mbsclm19414,lol490,rsa6519,nbl1183,pbm305,pbnlat14435,mbelat693,eufdeperfca2079,lblcotrollxiv12,pnkiiie5,fub36a,khaw247,lbm445,won363,lblroy14bix,mbsclm16223,CCC83,bsbtheollatfol64,dclbii33,culdd116,pbnlat5101,swltheolphil2122,CodTriv489,vbb342,penmasson71,gflchaa16,lblhar658,pfllewe202,mrmmik6365,kac696,lol390,won364,CCC503,mbm89,dul190,vbapallat1723,fbmplut1511,lbladd14819,whafol70,avr166,pbnlat10431,chltyp216,bwaw796,pfllewe72,mbscgm564,mbsclm8201,vbapallat963,ctcb155,won1548,abs128,nblmar26,mjrgast2037,tburps75iii,won378,fbrricc236,gflchaa4,aux145,mbsclm314,akbwettf9,mbsclm2660,ctcb154,no signature yet,mbsclm14969,pbnlat15637,aux146,msrh193,akbwettf267,mlm4989,vbavatlat1972,mbsclm28173,cmb183,bas4,lubapel1,pbnlat15254,lbladd606281,cma1973,pbnlat297,ccc29,lblcotvitciii,bun762,hubsalix40,pba1234,vbavatlat3782,CCC437,fsugermquart13,whaguelf360helm,culdd812,vbavatlat3783
prophat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
et,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
genuit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
de diliuu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
minus peccauit quia in uno scilicet uetitum commedit vnde quia in solo esu peccauit in,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
ap ta ub ad iiiior,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
aius posteritas dicit autem methodius quod,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
legitur triginta filios habuisse,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
et,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
totidem filias pater,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
labore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
manuum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
ma nuum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
sibi querendi edulii punitus est mulier post serpentem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
panem,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,1,-,1,1,1,1,1,-,1,1,-,1,1,1,1,1,-
acquirit,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,1,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
adquiritur,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,-,-,0,0,0,0,1,0,1,0,0,0,-,0,0,0,0,0,-,-,1,0,0,-,0,0,0,-,0,-,0,0,1,0,0,-,0,0,0,-,0,0,0,0,-
acquiusunt c,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquiritur,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquiritur,1,1,0,0,0,0,-,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,-,-,1,0,0,0,0,1,0,1,0,1,-,0,1,0,0,0,-,-,0,0,0,-,0,0,1,-,0,-,0,1,0,1,1,-,0,1,0,-,0,1,1,1,-
ac quirit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquirit,0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,-,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,-,1,0,0,1,0,-,-,0,0,0,-,0,0,0,-,1,-,0,0,0,0,0,-,0,0,1,-,1,0,0,0,-
acciperitur,0,0,0,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquisiuitur requeuit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
adquisiuit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquirit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,1,0,-,0,0,0,-,0,-,0,0,0,0,0,-,1,0,0,-,0,0,0,0,-
acquiratur,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
aquit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
aquisiuitur,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,1,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
adquirit,0,0,0,0,1,1,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,0,1,-,-,0,0,0,-,0,1,0,-,0,-,1,0,0,0,0,-,0,0,0,-,0,0,0,0,-
acquisiuit,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,1,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
comedit,0,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
chaim,0,0,0,-,-,0,0,-,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-,0,1,0,1,0,-,-,0,0,-,0,-,1,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,1,1,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,1,1,-,1,-,-,-,-,0,-,-
caim,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,0,1,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,1,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,1,-,-
haim,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,1,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
quid,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,1,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
sequitur consequenter,0,0,1,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
cahim,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,1,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
caym,1,0,0,-,-,0,0,-,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,1,-,1,-,0,0,-,0,-,1,1,-,0,-,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
cham,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,1,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
chain,0,1,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,1,0,0,0,-,0,-,0,1,-,0,-,0,0,-,0,-,0,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
chayn,0,0,0,-,-,0,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,1,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,1,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
cayn,0,0,0,-,-,1,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
a,0,0,0,-,-,0,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
quod,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,1,-,-,0,0,-,0,-,-,-,-,0,-,-
cain,0,0,0,-,-,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,0,-,0,0,1,0,0,-,0,-,0,0,-,0,-,0,0,-,1,-,0,0,0,0,0,0,1,0,0,0,1,0,-,-,-,-,1,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
adam,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,-,1,-,0,0,0,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
cayn,0,0,0,-,-,0,1,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-,1,0,0,0,1,-,-,0,1,-,0,-,0,0,0,1,0,-,0,-,0,0,-,1,-,0,0,-,0,-,0,0,0,0,0,1,0,1,0,0,0,0,-,-,-,-,0,-,-,-,-,0,0,-,-,0,-,0,-,-,0,0,-,0,-,-,-,-,0,-,-
missa qorum,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
futuro,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
et,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
interpretatur rubeus,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
agrico la,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
uir,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
minus eo quia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
abel in ihrusalem obiit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
in,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
duobus scilicet superbiuit et uetitum commedit serpens prius,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
loco calvarie aliquam diu sepultus requievit deinde in hebron translatus,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mortalitate,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
et,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
30 anno genuit abel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
de iudicia pigno idem ragnot,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
plus quia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
eua uirgines egressu sunt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-
toti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
posteritati reliquitur,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
